ObjID	dusty_mass	dust_free_mass	star_light_mass	color(u-r)
587736808299954316	9.300	9.973	9.655	1.730
587731522815918361	9.199	9.071	9.920	0.990
587730773885255865	9.631	9.709	9.879	2.018
587736808300609670	9.740	9.979	10.002	1.572
587731522815983768	10.496	10.003	10.111	2.232
587736808301920502	10.002	9.304	9.953	1.928
587731522816180397	10.135	8.978	10.054	2.152
587736808301985815	8.840	9.893	9.457	4.930
587731522817098011	8.861	9.663	9.966	0.935
587736808301985907	9.060	8.602	9.768	1.690
587731522818343065	9.969	9.637	10.104	1.896
587736808302182501	10.023	9.152	9.872	2.296
587731522818408649	9.035	9.948	9.829	1.516
587736808302247969	8.674	9.655	9.126	0.949
587731522818539705	9.434	8.540	10.064	1.432
587736808302248127	8.263	9.614	9.490	1.326
587731522818605218	8.911	10.353	10.019	1.155
587730773891154072	9.881	8.624	9.634	2.370
587736808302379036	9.863	9.723	9.856	1.685
587731522818670711	10.286	10.207	10.141	2.269
587736808303100244	8.537	10.096	10.123	1.447
587731522819522691	10.144	10.270	9.964	2.269
587736808304214165	8.918	9.530	9.811	1.254
587731522819981377	8.790	9.518	9.643	1.242
587736808304541872	10.023	9.818	9.837	3.790
587731522820046952	8.874	8.947	9.448	1.158
587736808304607397	9.477	9.374	9.487	1.695
587731522821030035	10.490	9.218	10.039	1.948
587730774410199315	10.802	9.733	10.019	2.425
587736808305656047	8.696	8.342	9.824	1.083
587731679042469986	9.835	9.149	9.888	1.845
587730774410330487	10.582	10.370	10.095	1.990
587736808306114731	8.391	8.688	9.930	1.059
587731679043584185	9.268	9.098	9.823	1.318
587730774410658248	9.193	9.090	9.728	1.772
587731679043846253	9.374	10.241	9.907	1.360
587736808309129572	8.675	10.090	9.863	1.183
587731679043911735	10.607	8.742	10.190	2.636
587730774413934624	10.614	10.979	10.046	1.835
587736808835580086	9.558	9.181	10.040	1.954
587731679044305011	9.242	10.109	9.079	1.420
587730774417211645	9.872	9.026	9.854	1.663
587736808835645566	9.321	8.764	9.848	1.708
587731679044567240	10.194	9.271	10.105	1.939
587730774418456828	9.044	8.802	9.077	1.313
587736808835776650	10.026	9.408	9.861	1.947
587731679044632771	10.140	10.532	10.100	2.450
587730774418456843	9.592	8.215	9.712	1.380
587736808835907661	10.226	10.413	10.099	2.342
587731679044632810	8.822	10.183	9.604	1.279
587730774420095255	10.608	10.795	10.122	0.888
587736808837808267	8.939	9.792	9.693	1.617
587731679045025799	8.873	8.994	9.026	1.111
587730774420750683	9.293	9.178	10.042	0.914
587736808838463652	9.071	10.662	9.502	1.456
587731679045681184	9.461	7.962	9.925	1.301
587736808838463754	8.508	10.064	9.898	1.713
587731679046795443	9.620	9.906	9.897	2.411
587736808838529143	9.094	9.030	9.603	1.684
587731679046860958	10.400	8.722	9.984	2.142
587736808838594796	10.388	9.557	10.102	2.384
587731679046861031	10.084	10.224	9.896	2.459
587730774421602526	9.658	9.979	9.880	2.332
587736808838660249	10.076	10.512	10.033	1.901
587731679046861051	9.093	9.702	9.326	1.270
587736808838660289	9.305	8.795	9.735	1.966
587731679046991979	9.453	9.449	9.657	1.887
587736808838857357	9.037	9.211	9.480	1.399
587731679047057544	9.319	9.654	9.585	1.618
587736808840036524	9.828	10.690	10.024	1.594
587731679047319701	9.148	8.851	9.769	1.683
587731679047581882	8.972	10.081	9.717	1.066
587736808841019451	9.406	9.088	9.976	1.249
587731679048630434	9.651	9.455	9.972	1.804
587736808841937726	8.956	8.625	9.998	2.762
587731679573180730	10.372	9.431	10.058	2.157
587736808842330189	9.443	8.722	9.739	2.573
587731679573311642	9.346	10.370	nan	nan
587730774421799068	10.617	8.963	10.102	2.481
587736809374351466	8.002	9.082	9.050	1.160
587731679573311948	9.210	9.164	9.653	2.088
587736809374875817	10.180	9.254	10.178	1.922
587731679573442675	10.353	8.893	nan	nan
587736809375269116	8.975	9.614	9.006	1.252
587731679573442771	10.362	9.476	9.997	1.902
587736809375400111	9.224	10.420	9.907	1.523
587731679578423589	9.142	8.387	9.686	1.612
587730774421864504	10.363	9.231	10.035	2.289
587736809375465553	10.523	9.604	10.177	2.940
587731679579406556	10.456	8.418	10.178	2.700
587736809375662293	8.829	9.961	9.502	0.992
587731679581372501	9.328	7.951	9.819	1.670
587736809378152599	6.706	9.479	7.445	0.851
587731679581372618	10.549	9.442	10.061	1.995
587736809378283709	8.012	9.274	9.623	0.909
587731679581438134	9.155	8.879	9.907	1.936
587736809378283855	8.337	10.121	9.982	1.312
587731679581438148	10.201	9.074	10.069	2.237
587730774421864675	9.776	9.272	9.877	3.054
587736809379266598	8.141	8.906	9.420	0.955
587730774421864780	10.835	9.337	10.175	2.517
587736809380184114	8.024	7.867	8.722	0.824
587731679582748788	9.394	8.994	9.828	1.597
587730774421864805	10.409	7.877	10.115	2.852
587736809909321857	8.615	9.276	10.048	1.162
587731679583797464	9.829	9.331	9.835	2.526
587736809911418938	10.084	9.402	10.059	1.903
587731679583862937	9.806	9.548	9.737	1.887
587730774421864828	9.580	10.171	9.942	2.518
587736809912270873	8.825	10.620	9.792	1.789
587731679583863089	9.114	10.419	9.809	1.499
587730774421864837	9.993	10.566	10.037	1.406
587736809912926300	9.674	9.119	10.033	2.239
587731679583928428	10.214	9.783	10.018	2.429
587730774421864843	9.812	9.756	10.042	2.786
587736809912926377	9.210	9.926	9.917	1.499
587731679583928502	10.207	10.142	9.788	1.726
587736809914106020	8.339	9.035	9.579	3.025
587731679584190540	9.587	9.472	9.441	1.793
587736809914761560	7.338	9.827	7.168	1.898
587731679584780474	9.149	9.509	9.798	1.588
587736809915416772	8.673	10.225	9.674	0.916
587731679585435815	9.988	10.886	10.044	2.462
587736809915744313	9.160	8.154	9.727	1.510
587731679585566825	10.519	10.866	10.139	2.262
587736809915809969	8.225	9.008	9.511	1.113
587731679585566832	10.244	8.513	9.953	2.139
587736809915875367	8.592	9.488	9.038	0.999
587731679586418861	9.522	10.863	9.962	2.061
587730774421864919	9.685	9.134	10.089	2.417
587736809915875456	10.659	9.824	10.060	15.485
587731680109789664	8.953	9.463	10.123	1.722
587736809916203195	9.307	9.191	9.790	1.425
587731680109855071	9.266	9.097	9.835	1.349
587731680109920527	8.792	9.263	9.820	1.453
587730774421864955	10.489	9.003	10.134	2.590
587736810177364089	8.518	10.104	9.368	1.269
587731680110051625	9.459	8.910	9.938	1.857
587736812056674442	8.541	11.284	9.763	1.343
587731680110182607	8.665	8.996	9.672	1.016
587736812061982934	8.617	9.801	9.779	1.433
587731680110248082	10.308	8.546	9.962	0.453
587736812594004252	9.479	10.264	9.755	1.452
587731680110248214	10.251	8.731	10.062	2.298
587736812594069894	8.576	9.039	10.024	1.074
587731680110379077	10.016	9.866	10.061	2.160
587736812594790632	9.820	8.184	9.968	2.349
587731680111427868	8.822	9.591	9.866	1.034
587730774421930363	10.171	9.090	10.109	2.364
587736812594921686	8.889	8.798	10.132	1.660
587731680111493142	10.443	10.526	10.050	2.467
587731680111493325	8.786	8.789	9.848	1.695
587736813131726973	9.758	9.047	9.934	2.271
587731680116932851	10.063	8.873	9.864	1.765
587736813134610654	10.407	8.972	10.202	2.892
587731680118112279	10.219	9.085	10.164	2.364
587736813134610670	8.879	10.370	9.773	1.585
587731680118112407	10.242	10.177	10.068	1.774
587736813137035343	10.459	8.975	10.086	2.678
587731680118112414	9.429	9.513	10.016	1.432
587736813668073550	9.324	9.959	9.666	1.311
587731680118374492	10.506	10.115	10.139	2.574
587736813668925675	10.083	10.412	9.999	2.191
587731680118374638	9.227	8.944	9.877	1.294
587736813669056829	9.808	10.083	9.845	1.642
587731680118440124	9.225	9.683	9.606	1.419
587736813670236176	8.934	9.935	9.492	1.588
587731680118964441	10.078	10.547	10.048	1.751
587736897963819351	9.845	9.114	9.941	1.615
587731680120209479	10.637	9.380	10.136	2.699
587736898500100366	8.842	10.738	9.952	1.297
587731680121192587	9.798	10.488	9.930	1.660
587736898503835926	8.519	10.631	9.983	1.395
587731680122044496	10.195	10.205	9.976	1.669
587736899038151021	9.047	9.639	9.712	1.423
587731680122503257	10.036	8.957	9.928	2.035
587736899040182513	8.454	9.443	9.964	1.304
587731680123093112	8.822	10.070	9.226	1.088
587736899572924784	8.543	8.735	9.938	1.105
587731680647250088	8.512	9.081	9.966	0.905
587736899574366255	10.088	9.226	9.809	2.278
587731680647381166	9.884	9.562	10.054	1.883
587736899574432025	9.350	10.134	9.908	1.519
587731680647446718	9.450	9.056	9.766	2.563
587736899575283990	8.832	9.872	9.705	1.850
587731680647446765	9.906	10.553	10.088	2.510
587736914600919073	9.013	8.761	9.416	1.521
587731680647446771	10.531	10.134	10.174	3.062
587730774424879358	8.947	8.176	9.867	1.313
587736914601902208	8.248	9.623	9.699	1.081
587731680647446804	9.887	8.877	10.092	2.507
587730774425862186	10.599	9.094	10.103	2.451
587736914603868378	10.368	8.705	10.071	2.105
587731680647512111	10.404	10.470	10.158	3.014
587736914609111250	8.951	8.608	9.936	1.207
587731680647577774	9.391	10.114	9.864	1.750
587736915137986721	10.119	8.718	10.126	1.660
587731680647643696	8.721	9.360	10.030	1.348
587730774426517643	9.630	8.466	9.782	1.451
587736915138052362	8.655	9.526	9.768	1.800
587731680647905558	8.655	8.434	9.093	1.250
587731680649871644	9.120	10.726	9.932	1.937
587730774426583209	9.855	8.599	9.761	2.082
587736915138445458	9.142	9.394	9.827	1.767
587731680651837857	8.794	9.873	9.834	1.309
587736915138445484	8.933	9.904	9.946	1.173
587731680654065739	10.205	10.219	9.814	1.760
587730774426779664	9.270	10.147	9.906	1.209
587736915139363015	9.145	9.928	9.731	1.616
587731680654065860	9.234	10.154	9.708	1.778
587730774427631631	10.637	9.120	10.031	2.479
587736915139821575	9.207	8.922	9.609	1.601
587731680654196769	10.561	9.030	10.122	2.494
587730774427631800	8.626	8.973	9.306	0.999
587736915143294997	8.171	9.395	9.825	1.111
587731680654262455	8.645	10.767	9.680	1.624
587736915150766288	10.171	9.614	9.847	2.052
587736915674529893	9.731	9.244	9.940	1.549
587731680654852231	9.880	10.641	9.981	2.088
587730774946611315	10.597	9.603	9.915	2.318
587736915674988877	8.960	9.302	9.715	1.364
587731680654983426	9.554	8.896	9.740	1.669
587730774947987629	10.008	10.346	9.810	1.796
587731680654983443	9.344	10.491	9.915	2.053
587736915675775159	7.957	7.953	9.221	0.985
587730774953689394	9.498	10.098	10.019	2.547
587731680655048799	10.913	9.957	10.164	2.812
587736915676364973	9.929	10.443	9.762	1.676
587731680655048941	10.398	9.230	10.126	2.666
587736915678986653	8.661	9.126	9.735	1.298
587730774957031940	9.998	9.446	10.022	0.905
587731680655114303	10.620	9.663	10.173	2.664
587736915680690433	10.051	10.074	10.096	1.830
587730774957228235	10.535	10.529	10.052	2.031
587731680655769656	10.564	9.351	10.127	2.150
587736915683246411	9.659	9.642	9.818	1.478
587731680655769677	10.992	9.300	10.174	2.891
587736915683967051	9.148	9.406	9.637	1.206
587730774957555861	9.787	8.316	10.119	1.401
587731680655835312	9.474	9.110	9.796	1.824
587736915687965113	8.750	9.370	9.854	1.592
587730774957621531	10.091	9.835	10.129	1.824
587731680656425288	9.049	8.744	9.913	1.433
587736916211466434	9.002	10.378	9.500	1.679
587730774957752547	10.468	8.761	9.994	2.407
587731680656752726	9.034	8.433	10.006	1.265
587736916211925213	8.564	9.391	9.402	1.047
587730774958211295	9.799	9.554	9.708	1.736
587731680657080490	9.963	9.648	9.972	2.298
587736916216512779	8.590	9.417	9.960	1.337
587731680657342528	8.292	8.515	9.542	1.106
587736916218282388	8.875	10.319	10.065	1.480
587731680657735826	9.341	10.198	9.811	1.507
587736916219068602	9.166	10.219	9.922	1.549
587731680658325561	9.293	8.479	9.729	1.341
587736916221231259	9.384	9.188	9.829	1.496
587731680658391131	9.524	9.456	9.950	2.018
587736916221886562	10.425	10.620	10.084	2.282
587730774958670046	8.996	9.235	9.357	1.534
587736916222673022	8.313	9.488	9.994	1.216
587731681184383271	9.569	8.914	9.881	2.295
587736916749516894	7.943	10.616	8.909	1.286
587730774958735674	9.094	9.258	9.433	0.980
587731681188905184	9.387	9.232	10.026	1.997
587736916750303248	9.354	8.771	9.629	1.262
587731681190740167	8.597	10.236	9.176	1.054
587736916750762078	8.725	7.938	9.759	1.546
587731681191264259	9.812	10.570	10.094	1.765
587736916751548648	9.158	10.461	9.824	1.645
587731681191264379	9.082	9.478	9.610	1.474
587736916757446982	8.790	9.756	9.276	1.401
587731681191264399	9.084	9.911	9.746	1.973
587736916759019837	7.847	9.846	9.507	1.027
587731681191264439	9.072	10.336	9.717	1.384
587736916759019920	7.815	8.975	9.081	0.849
587731681191329869	10.612	9.189	10.154	2.485
587736916759085402	9.251	10.269	9.745	1.578
587731681191330003	9.346	10.271	9.854	2.258
587736917288091883	9.409	10.215	9.924	1.410
587731681191330019	9.465	9.874	9.789	2.358
587736919431512075	10.349	9.798	10.163	2.654
587731681191395384	9.813	9.377	9.728	1.874
587736919432954283	9.028	9.278	9.308	1.161
587731681191395451	9.944	9.621	10.010	1.691
587736919433216320	9.807	9.992	10.042	1.902
587731681191395586	10.550	9.760	10.142	1.959
587736919969824779	9.484	8.818	10.066	1.963
587730774961029127	9.032	10.687	9.778	1.514
587731681191460879	9.587	10.961	9.970	1.743
587736919973232978	9.456	9.914	9.769	1.598
587731681191723335	9.802	10.250	9.981	2.318
587736919973953828	8.108	10.423	8.802	0.945
587731681191788735	9.379	8.949	9.827	2.154
587736919974150530	8.424	9.477	9.929	1.080
587731681191854241	9.764	9.462	9.693	1.548
587736920507154461	9.091	9.096	9.586	1.513
587736920507154665	9.058	9.562	9.808	1.500
587736920510693716	8.943	8.548	9.474	1.655
587731681192640663	8.573	9.447	9.971	0.986
587730774963519617	9.690	10.287	10.058	1.855
587731681193033910	9.527	9.381	9.899	1.519
587736940378784101	9.807	8.943	9.977	2.181
587731681194148010	10.474	9.808	10.072	2.145
587736940380422361	8.592	9.389	8.843	0.590
587730774963650745	11.035	9.457	10.196	3.102
587731681194475704	9.439	9.505	10.101	1.382
587736940637585570	8.099	8.827	9.585	1.194
587730774964502681	9.893	9.338	9.954	1.423
587731681194606702	9.708	10.373	10.021	1.363
587736940906479788	9.077	8.882	9.807	2.061
587731681194934284	9.665	10.199	9.992	1.978
587736940907004085	8.722	8.488	9.206	1.298
587730774964961450	9.613	10.013	9.762	1.436
587731681194934384	9.501	8.888	9.909	1.554
587736940909494465	8.813	10.414	9.628	1.069
587730774965420255	9.246	8.853	9.691	1.377
587731681194999868	9.372	8.919	9.980	1.494
587736940910346343	9.071	9.680	9.900	1.864
587731681195327619	8.901	9.568	9.607	1.391
587736940914409584	10.148	10.053	9.995	1.611
587730775482040818	9.886	8.789	10.201	2.299
587731681195393284	8.869	10.209	9.162	1.149
587736941443350688	8.826	9.372	9.804	1.388
587730775482106632	10.223	8.921	9.993	2.119
587731681195589802	8.776	10.511	9.821	1.227
587736941444530435	9.971	10.204	9.750	1.528
587730775483285610	10.212	10.546	9.903	3.269
587731681195655243	8.488	9.725	9.439	1.086
587736941445316803	8.866	10.672	9.752	1.491
587730775483285669	10.343	9.290	10.050	2.114
587731681196310590	8.576	9.421	10.019	1.399
587736941448724523	9.932	9.407	9.956	1.952
587730775486693761	9.727	9.380	10.085	2.334
587731681196441753	9.200	9.951	9.766	1.328
587736941979893942	9.001	10.014	10.011	1.597
587731681196900436	9.551	8.705	9.602	1.695
587736942516830255	10.588	8.192	10.124	2.318
587730775490560392	10.337	10.165	9.851	2.067
587731681196966038	9.117	10.750	10.015	1.532
587736942517944426	10.643	9.871	10.054	2.300
587730775490625853	9.387	10.114	9.934	3.817
587731681731477620	8.587	10.199	9.902	1.456
587736942521090093	9.564	10.035	9.937	1.456
587730775491674169	9.382	8.738	9.675	1.251
587731681733640281	9.001	9.226	9.592	1.633
587736943053635711	9.462	8.958	9.812	2.216
587730775491674443	9.382	8.535	9.839	2.316
587731681733640336	9.802	8.423	9.960	1.517
587736943053701251	8.646	9.863	10.066	1.597
587730775492984914	10.808	9.008	10.174	1.748
587731681733771340	10.423	10.444	10.149	2.511
587736943053832204	9.216	9.442	9.969	1.674
587730775493836985	9.345	8.855	9.995	1.310
587731868013953128	9.253	9.890	9.995	1.569
587736945739628752	10.184	9.891	9.998	2.247
587730775494164614	10.187	10.578	10.024	1.693
587731868014018650	10.376	8.294	10.041	2.294
587736945739628928	9.885	9.857	10.126	1.964
587731868014018674	10.544	10.066	10.164	2.282
587736945740677497	8.636	10.582	9.788	1.279
587730775495082083	10.547	8.796	10.114	2.606
587731868015132895	9.674	9.730	9.928	1.887
587736946276368812	7.663	10.112	9.449	1.135
587731868016312543	8.916	8.772	9.441	1.322
587731868016967719	10.468	9.203	10.155	2.278
587736963996516518	8.566	8.740	9.843	1.091
587731868016967798	8.951	9.798	8.900	1.387
587736964531290180	8.518	9.263	9.716	1.090
587731868018409493	10.380	8.638	10.019	1.998
587736964531290267	8.600	8.940	9.691	1.597
587731868018540753	9.143	10.593	9.896	1.351
587736964531683423	8.424	10.333	9.349	1.194
587731868021096476	10.269	9.451	9.835	2.267
587736975268774128	8.271	9.356	9.754	1.142
587731868022472727	10.311	10.163	10.121	2.485
587736975269036317	8.571	9.111	9.892	1.273
587731868022472810	9.657	10.560	9.864	2.083
587736975274672259	10.004	8.613	9.958	2.362
587731868023652415	9.843	10.565	10.047	2.209
587736975275327817	9.920	8.737	10.022	1.683
587736975276048528	9.988	8.771	10.153	2.027
587731868555149441	8.719	8.507	9.715	1.627
587736975810560146	8.992	8.363	9.488	1.320
587731868557574198	10.632	9.862	10.123	2.562
587736975811936518	9.023	9.796	9.585	1.935
587731868557639768	8.742	9.140	9.643	1.350
587736975812067598	9.357	9.633	9.893	1.610
587731868557639770	9.088	8.650	9.726	1.776
587736976342843607	9.086	9.328	9.817	1.606
587731868557705423	9.376	9.834	9.932	1.632
587731868557967523	10.149	9.485	9.991	1.967
587736976886333939	8.773	11.030	9.382	1.306
587731868558098540	9.368	9.879	9.605	1.627
587736976889610482	7.890	10.493	9.675	0.943
587731868558360658	10.108	9.461	10.085	1.757
587737808493281475	10.368	10.739	10.095	2.080
587730775501045978	9.895	9.359	10.155	2.058
587731868558360664	8.693	10.660	9.837	1.352
587731868561375242	10.484	10.569	10.085	2.461
587737808494133327	10.048	9.983	10.023	1.724
587731869087629448	8.901	8.679	9.842	1.602
587737808496164878	9.453	10.985	9.894	1.508
587730775502225476	9.443	9.708	10.028	1.570
587731869090906227	8.751	9.529	9.644	1.120
587737808496165036	8.211	8.600	9.989	0.823
587731869092216992	9.056	9.123	9.750	1.806
587737808496165107	9.064	8.892	9.839	1.738
587731869092741194	10.255	10.604	9.957	2.294
587737808497147946	8.726	10.608	9.862	1.017
587730815750701197	10.502	9.099	10.121	1.869
587731869094445171	9.420	10.283	9.864	1.661
587737808497213601	8.673	9.323	9.933	1.136
587730815752405108	9.301	9.941	9.502	1.330
587731869094576140	10.768	9.481	10.113	2.546
587737808497279153	8.353	9.159	9.744	1.211
587731869094641811	8.997	8.384	9.316	1.196
587737808499048682	9.444	9.094	9.903	1.500
587730816286589071	10.016	9.453	9.737	1.360
587731869094641813	10.598	10.030	10.088	2.252
587737808504553606	8.427	9.116	9.991	1.508
587730816286785593	10.543	9.454	10.027	1.987
587731869094772829	8.934	9.519	9.631	1.249
587737809027334151	10.253	10.435	10.093	2.117
587730816288227647	9.030	10.229	9.446	1.044
587731869095231691	9.003	9.808	9.618	1.435
587737809030938748	8.351	9.502	9.746	1.210
587730816823984307	9.893	10.178	9.977	1.229
587731869095362727	8.453	8.538	9.140	1.073
587737809031266547	9.446	9.398	10.084	1.516
587730816825294982	10.099	10.560	9.921	2.028
587731869095493700	9.014	10.102	9.753	1.816
587737809031659606	9.146	8.662	9.202	1.682
587730816829685861	10.132	10.783	10.111	2.071
587731869098508368	9.278	10.014	9.854	1.838
587737809031659814	8.757	10.188	9.655	1.292
587731869098639449	9.720	9.178	9.829	1.884
587737809036705923	9.132	9.972	9.810	1.154
587730817360396517	9.222	9.888	10.005	1.232
587731869098705015	9.435	9.068	9.704	1.234
587737809036705948	8.737	9.935	9.469	1.572
587730817360789592	10.757	9.188	10.015	2.353
587731869098705035	10.164	10.362	9.984	1.685
587737809041096722	7.938	10.573	8.803	0.650
587730817360920747	9.824	9.670	10.032	2.110
587731869624631463	8.381	9.335	9.488	1.334
587737809565712580	10.377	9.761	10.091	2.377
587730817361051831	10.640	9.101	10.153	2.496
587731869629612154	9.270	9.460	9.981	1.672
587730817361117416	9.481	10.207	10.002	2.276
587731869630136493	9.173	10.058	9.977	1.614
587737809569906797	9.956	8.870	9.852	2.096
587730817361182802	11.034	9.246	10.177	2.604
587731869630595350	8.949	9.510	9.535	1.285
587737809569906932	8.923	10.001	9.527	1.105
587730817361903924	9.205	10.569	9.686	1.271
587731869631250558	9.196	10.294	9.927	1.657
587737809570038054	10.256	9.880	10.020	2.523
587731869631381627	9.917	9.745	9.848	1.809
587731869631447122	9.153	9.952	9.681	1.340
587737809570824277	9.659	9.795	10.023	1.626
587731869632561301	9.346	8.738	9.703	1.489
587737809571021083	9.356	9.379	10.035	2.980
587730817898119340	10.677	9.686	10.094	2.100
587731869633085565	8.832	9.847	9.936	1.252
587737809573838874	9.504	9.240	9.986	1.818
587730817898905652	9.530	10.017	9.974	1.798
587731869635575927	10.032	8.710	9.986	1.773
587737809575280808	8.658	9.264	9.800	1.278
587730817901854863	9.286	9.838	9.756	1.327
587731869635575935	9.132	9.658	9.831	1.280
587737810102255990	9.925	8.836	9.987	2.392
587730818432696440	9.656	10.404	10.029	2.043
587731869635641380	9.654	8.651	9.863	1.974
587737810102911428	8.902	9.561	9.844	1.264
587730818434728083	10.466	9.068	10.182	2.493
587731869635641415	10.871	9.169	10.110	2.691
587737810106515749	9.412	9.879	10.057	1.636
587730818434728114	10.306	10.539	10.058	2.792
587731869635641422	9.544	10.075	9.819	2.231
587737810107105666	8.456	9.202	10.002	1.134
587730818435055782	10.400	9.588	10.180	2.434
587731869636034684	9.487	10.352	9.957	1.542
587737810107629788	9.233	9.528	10.061	1.292
587730818435055821	9.766	10.246	9.951	1.643
587731870164910178	9.681	9.014	9.863	2.139
587737810111168642	9.386	9.237	9.816	1.330
587731870166876353	10.188	8.957	9.894	1.766
587737810642141308	9.437	8.941	9.784	1.461
587731870167138455	9.813	9.075	9.951	1.879
587737810642927991	9.351	8.846	9.853	1.667
587731870168580137	9.533	9.866	9.854	2.209
587737810644631770	8.727	8.955	9.862	1.723
587730846885871772	9.847	8.529	10.019	1.496
587731870170022071	9.342	8.695	10.021	1.648
587737810644762765	8.279	9.322	9.982	1.487
587731870170218563	10.250	9.356	10.064	2.456
587731870171922548	9.683	10.872	9.872	1.444
587731870172250195	10.846	9.128	10.183	2.377
587737810651578487	8.752	9.639	9.757	1.338
587730847963939362	10.515	8.849	10.105	2.365
587731870172250225	9.415	10.201	9.947	1.304
587737825137197396	9.569	9.394	10.078	1.816
587730847963939384	8.899	8.315	9.662	1.349
587731870172250252	10.000	9.282	9.931	1.726
587737825139491154	8.682	8.671	9.836	1.693
587730847964004681	8.884	9.788	9.352	0.698
587731870172315725	9.000	8.337	9.748	1.433
587737825140474081	9.333	9.094	9.883	1.823
587730847964135621	10.371	9.404	10.098	2.476
587731870172315741	10.950	9.221	10.164	2.678
587737825140474160	8.863	9.915	9.888	1.896
587731870172315784	10.263	9.790	10.192	2.695
587737825147617378	10.539	10.455	10.033	2.480
587731870172315852	9.787	9.917	10.138	2.621
587737825147617570	9.262	9.404	9.645	1.232
587731870172315866	10.266	9.673	10.079	2.427
587737825147945075	9.270	10.254	9.903	1.325
587730847967150381	9.334	10.384	9.990	1.644
587731870172446752	10.741	10.250	10.116	2.527
587737825673347365	9.863	8.565	10.142	2.001
587730848501268791	8.895	10.293	9.521	0.988
587731870172512528	9.502	10.761	9.971	1.696
587737825674592477	8.575	8.874	9.675	1.274
587730848502251824	9.286	9.771	9.501	2.513
587731870172577911	10.945	9.751	10.164	2.713
587737825674789069	8.160	8.682	9.861	1.008
587731870172971124	9.050	9.067	9.813	1.088
587731172233380024	9.968	9.111	10.076	1.793
587731870172971125	8.840	10.642	9.801	1.303
587737825684357206	10.203	9.350	10.123	2.008
587731870173036643	10.344	10.297	10.027	2.022
587737825684488279	8.674	9.063	9.135	1.067
587731870173298815	8.408	9.480	9.398	1.019
587737825684553991	9.149	9.494	9.585	1.804
587731870173364306	9.445	10.260	9.908	2.140
587737826208579909	8.333	9.454	8.973	1.510
587731870173429857	10.068	9.048	9.953	1.999
587737826214019397	9.017	9.531	9.580	2.191
587731870705319981	10.625	9.229	10.057	1.894
587737826215198951	10.335	10.397	9.938	3.104
587731870705516611	8.589	10.290	9.335	0.929
587737826215395454	8.694	10.740	9.941	1.534
587731870707089527	8.686	8.977	9.607	1.397
587737826220769376	9.644	9.420	9.980	1.560
587731870708596840	9.838	10.355	9.952	14.766
587737826221162715	8.268	8.884	8.844	1.083
587731870709055603	9.557	10.274	9.941	1.977
587737826221490293	9.945	9.985	9.904	1.475
587731870709121029	10.952	8.706	10.173	2.644
587737826750693674	8.670	9.833	9.554	1.495
587731174919438914	9.843	9.304	9.990	2.480
587731870709121030	9.871	10.556	10.068	2.619
587737826750890266	10.136	10.688	10.052	2.357
587731174919438963	9.186	8.852	9.858	1.510
587731870709121125	10.373	9.600	10.002	1.895
587737826758623522	9.181	10.786	10.108	1.513
587731174919504300	9.692	10.610	9.858	2.231
587731870709121156	9.838	8.890	9.984	1.833
587737827280617667	9.858	9.437	10.032	2.381
587731185117954089	10.228	9.352	8.974	2.197
587731870709186673	9.763	9.633	9.937	8.119
587737827285074443	8.603	9.605	10.109	1.697
587731872314884136	9.515	10.150	9.710	1.155
587737827285270704	10.497	10.120	10.173	2.488
587731872316063850	9.283	9.626	9.663	1.292
587737827285270715	9.459	9.575	9.738	1.907
587731872316194987	9.636	9.446	9.914	2.192
587737827286384870	10.177	10.322	10.044	1.674
587731872847561082	9.599	9.153	9.976	1.913
587737827286909355	8.562	8.778	9.853	0.820
587731185127325921	10.645	8.722	10.132	2.238
587731872847626576	10.269	10.522	10.056	2.683
587737827288482193	8.701	8.626	9.311	1.393
587731185127850136	9.574	9.633	10.069	1.852
587731872848150953	9.074	9.019	9.562	1.245
587737827293986920	8.369	8.518	10.030	1.213
587731872852803920	9.217	8.789	9.719	1.616
587737827824763083	8.302	9.125	9.708	1.259
587731185129291913	9.508	10.634	9.596	1.394
587731872853000486	8.632	10.414	9.486	1.375
587737827831251085	9.026	10.251	9.911	1.621
587731185131126954	9.574	9.454	9.836	1.334
587731872853065795	10.765	10.846	10.137	2.627
587737827831251207	8.584	8.579	9.837	0.919
587731185131258013	9.675	9.113	9.959	1.632
587731872853590046	10.411	9.562	10.178	2.444
587737827831382151	9.557	9.895	9.867	2.785
587731185131323527	10.135	8.430	10.024	2.482
587731873382531257	9.813	10.664	9.921	1.640
587737827831578781	9.908	9.969	10.051	2.330
587731185131323634	9.800	9.042	9.963	2.040
587731873382662527	9.574	8.734	9.934	1.569
587737934655062384	9.187	9.138	9.957	1.500
587731873386332296	9.148	9.570	9.857	2.040
587738065655038001	9.939	9.525	9.956	2.272
587731873389019165	10.639	8.554	10.163	2.494
587738065655038173	9.581	9.287	9.977	1.804
587738065655890227	8.417	9.200	9.883	1.236
587731873389019359	10.490	9.185	10.084	2.481
587738065656086577	8.804	9.568	9.656	1.173
587731873389019483	8.773	10.613	9.553	1.977
587738065658118280	10.594	9.309	9.880	2.567
587731873389084821	10.614	9.914	10.111	2.513
587738065658183910	9.203	9.571	8.901	1.503
587731873389084822	9.943	9.718	9.989	1.986
587738065664344166	9.042	9.719	10.020	1.582
587731873389150476	9.465	9.999	9.906	1.832
