ObjID	dusty_mass	dust_free_mass	star_light_mass	color(u-r)
587735343721414834	9.922	9.017	9.698	2.142
587741722823622804	9.222	9.643	10.039	2.166
587734863217426596	8.903	8.523	9.996	1.288
587735343722594584	8.802	9.092	9.112	1.357
587741722823622806	9.011	10.171	10.057	2.191
587735343722594607	9.885	8.988	9.974	1.827
587741722823622840	9.752	9.112	10.087	2.220
587741722823622880	8.923	10.129	9.860	2.207
587734863221096591	9.136	9.160	9.876	1.597
587735343724298442	9.604	9.241	9.828	2.196
587741722823622882	9.429	10.132	9.856	2.172
587734863221227667	9.935	10.190	9.921	2.058
587735343726198952	9.698	9.907	9.669	1.630
587741722823622889	9.256	9.486	10.033	2.191
587735343727575171	10.500	9.894	10.110	2.561
587741722823622891	8.596	10.228	9.425	1.707
587734863757246606	9.720	9.192	9.953	1.404
587735343727575293	10.161	10.468	10.010	1.988
587741722823623076	9.248	9.119	9.820	2.020
587735343727640711	9.644	9.609	9.736	1.738
587741722823688206	10.444	10.467	10.131	2.569
587735343727640718	10.320	9.654	10.109	2.323
587741722823688220	9.919	8.963	10.164	2.470
587735343728427158	9.200	10.844	10.050	1.427
587741722823688230	9.623	9.686	10.091	2.484
587735343728885893	9.502	8.976	9.714	1.418
587741722823688293	10.024	10.653	10.107	2.455
587734863759278222	9.350	9.466	9.964	1.342
587741722823688327	10.170	9.103	10.164	2.606
587735343729475710	10.194	10.083	10.144	2.009
587741722823688351	10.445	9.454	10.201	2.616
587734864297197665	10.405	9.505	10.035	2.118
587735344252846391	10.359	9.897	9.882	1.743
587741722823688362	9.694	10.630	10.116	2.378
587734891672961214	9.396	9.272	9.827	1.402
587735344254288378	9.011	9.227	9.581	1.527
587741722823688426	9.450	10.680	9.857	2.397
587735344256385450	9.313	9.393	9.638	1.227
587741722823688457	9.238	10.499	9.875	1.972
587735344256516342	9.038	9.652	9.400	0.992
587741722823688484	9.731	9.316	10.110	2.358
587734891673813103	9.505	9.142	9.936	1.502
587735344258089269	9.111	9.156	9.827	1.421
587741722823688514	9.265	9.859	9.984	2.104
587734891674206345	9.111	9.144	9.900	1.556
587735344258154579	10.520	9.691	10.101	2.428
587741722823688527	9.852	9.244	10.131	2.533
587735344258416888	9.868	10.191	9.937	1.739
587741722823688565	9.146	9.078	10.095	2.214
587735344259006810	9.117	10.154	10.046	1.098
587741722823688582	9.515	9.529	10.059	2.185
587735344260776153	9.306	8.687	9.931	2.135
587741722823688583	9.377	9.794	9.942	2.125
587734891678400615	9.438	8.308	9.562	1.353
587735344261431503	8.692	10.582	9.420	1.490
587741722823688600	10.024	9.566	10.060	2.330
587734891678400630	10.435	9.418	10.066	2.159
587735344261628064	9.005	10.145	9.869	1.442
587741722823753745	9.381	9.203	10.054	2.379
587734891679055945	10.210	9.794	9.879	2.060
587735344262283423	9.463	8.581	10.040	1.818
587741722823753763	9.847	10.343	10.134	2.380
587734891679056005	9.468	9.629	10.015	1.523
587735344262479954	9.093	10.134	9.702	2.126
587741722823753782	9.982	9.508	10.128	2.504
587735344262676679	10.743	8.999	10.151	2.670
587734891681611868	9.899	8.623	9.863	1.686
587741722823753807	10.611	10.193	10.156	2.575
587734891682725954	10.463	10.052	10.091	2.571
587735344264183964	9.615	10.334	9.962	1.286
587741722823753808	10.761	9.322	10.141	2.817
587734891682725960	9.985	10.018	10.003	1.746
587735344264249463	9.130	8.648	9.937	1.145
587741722823753817	9.784	8.979	9.980	3.425
587734891682725987	10.231	9.010	9.957	2.394
587735344264839304	8.801	9.322	9.891	1.232
587741722823753834	10.481	10.287	10.184	2.640
587735344265756883	9.198	9.753	9.785	1.569
587741722823753842	10.440	9.852	10.135	2.547
587735344266346512	10.741	8.373	10.077	2.524
587741722823753857	10.303	9.451	10.166	2.599
587735344793846095	10.758	10.096	10.078	2.175
587741722823753885	9.619	9.035	10.063	2.272
587734891941134411	10.028	8.955	9.871	2.179
587735344795484342	9.697	8.802	9.884	2.216
587741722823753890	10.163	8.597	10.139	2.504
587734891941134509	9.108	8.890	9.813	0.734
587735344795615558	8.967	9.393	9.860	1.007
587741722823753896	9.919	9.237	10.117	2.481
587734892209766500	10.471	8.920	10.075	2.505
587735344796664000	9.121	9.733	9.756	1.058
587741722823753905	10.503	10.804	10.175	2.555
587735344799154197	9.760	9.119	9.946	1.601
587741722823753990	9.383	10.263	10.034	2.318
587735344799219915	10.089	9.064	9.901	1.758
587741722823754000	8.909	9.986	9.986	2.152
587735344800858328	9.207	9.640	9.775	1.572
587741722823754013	9.531	9.808	10.075	2.485
587735344801448081	9.083	8.802	9.907	1.588
587741722823754015	9.954	9.662	10.118	2.549
587734892214812737	9.431	9.452	9.659	1.429
587735344801906780	10.311	10.425	10.091	2.451
587741722823754056	9.587	9.767	10.105	2.194
587735344801972306	9.120	9.718	9.534	1.787
587741722823754059	9.243	10.209	9.919	1.981
587734892215992421	10.087	8.886	9.790	2.506
587735344801972398	8.596	9.027	9.626	1.081
587741722823754081	9.219	9.264	10.128	1.954
587734892215992451	9.813	9.315	9.644	1.425
587735344802758874	10.547	8.922	10.123	2.631
587741722823754132	9.275	9.615	9.866	2.138
587735344802824279	9.630	9.813	9.788	1.580
587741722823754135	9.436	8.534	10.039	2.036
587734892216647800	10.440	8.938	9.962	2.487
587735346953781324	10.478	9.072	10.174	2.528
587741722823819279	9.386	8.945	10.160	3.725
587734892216713241	10.644	9.194	9.897	2.261
587735346953781444	9.036	9.013	9.929	2.032
587741722823819284	9.349	9.180	10.014	3.287
587734892216778823	10.419	10.650	10.141	2.379
587735346953781447	8.566	8.552	8.934	1.217
587741722823819287	9.074	9.203	9.945	2.523
587741722823819306	10.255	8.693	10.183	2.560
587735346954305694	8.537	9.610	9.585	1.250
587735346954305778	9.267	9.670	9.988	1.663
587741722823819344	9.568	9.280	9.993	1.735
587735346956730387	8.903	8.118	9.567	1.305
587741722823819353	9.831	8.812	10.095	2.407
587734892219728069	9.133	10.222	9.016	1.394
587735346956861532	10.659	8.912	10.119	2.397
587741722823819354	10.343	9.843	10.149	2.970
587735346956861548	10.639	9.268	10.126	2.660
587741722823819373	10.211	10.118	10.130	2.461
587734892746637331	10.782	7.950	10.143	2.600
587735346956926993	10.510	10.278	10.180	2.651
587741722823819408	10.683	8.357	10.157	2.752
587734892746702922	9.801	9.487	9.578	2.102
587735346956927080	10.972	8.972	10.187	2.788
587741722823819455	10.174	9.052	10.146	2.506
587734892746702930	9.913	9.479	9.797	1.441
587735346956927112	10.598	8.843	10.153	2.641
587741722823819480	9.742	8.921	10.050	2.457
587734892746768398	10.632	9.551	10.169	2.764
587735346956927155	9.851	8.960	9.771	1.444
587741722823819486	9.978	9.249	10.085	2.251
587734892746768437	9.566	8.287	9.991	2.270
587735346956927220	9.887	10.385	10.116	2.653
587741722823819496	9.710	10.178	10.014	2.240
587734892746768445	10.254	8.691	9.837	2.312
587735346956992533	10.137	10.000	10.044	2.144
587741722823819502	9.580	9.903	10.062	2.057
587734892746768454	10.737	11.010	10.050	2.467
587735346956992588	9.788	8.384	9.956	2.569
587741722823819508	9.572	10.623	10.048	2.316
587734892746768476	9.972	8.541	9.940	2.480
587735346957320391	10.367	10.408	9.978	2.008
587741722823819521	9.117	9.511	10.063	2.049
587734892746833976	9.945	9.963	9.906	1.432
587735346957844587	9.139	10.596	9.415	1.052
587741722823819560	9.268	9.084	10.038	2.042
587735346958368786	10.926	10.987	9.896	2.239
587741722823819576	9.997	9.509	10.142	2.527
587735346959024294	9.144	9.984	9.422	1.270
587741722823884919	9.364	9.329	10.077	2.285
587735346959483050	10.389	9.219	9.683	1.683
587741722823884930	10.129	9.644	10.127	2.511
587734892751487193	9.251	9.536	9.437	1.275
587735346959876221	9.875	8.690	9.453	1.812
587741722823884931	10.230	8.670	10.086	2.370
587734892752011399	10.370	10.348	10.054	2.386
587735346963153002	9.350	10.119	9.622	1.239
587741722823885034	9.082	8.564	10.025	2.072
587735346964136083	9.110	11.001	10.062	1.736
587741722823885039	9.654	8.730	10.099	2.292
587735346964201518	9.392	9.190	9.878	2.561
587741722823885042	9.318	7.953	10.016	2.262
587735347475907049	9.321	9.098	9.648	1.256
587741722823885065	9.857	10.638	10.115	2.273
587741722823885200	8.965	10.412	10.096	0.767
587735347481673921	9.262	9.392	9.762	1.590
587741722823950491	9.863	9.898	9.734	2.019
587735347482067210	9.407	9.781	10.081	1.590
587741722823950523	9.348	9.614	9.502	1.697
587735347482198248	9.970	10.877	10.181	2.351
587735347482526042	8.828	9.243	9.855	1.487
587741722824015953	9.293	9.626	9.854	1.793
587735347486982295	10.504	9.265	10.047	2.145
587741722824015999	9.744	10.334	9.999	2.157
587734892756271131	10.073	10.092	9.990	1.645
587741722824147111	8.967	9.076	10.131	2.012
587735347487047789	10.248	9.581	9.977	1.651
587734892756271213	9.742	9.440	9.932	1.213
587735347487178917	9.619	9.259	9.958	2.176
587741722824147133	9.512	10.705	9.985	2.085
587741722824278599	8.943	9.570	9.538	2.182
587741722824409115	10.240	8.844	10.129	2.384
587735347488620631	8.943	10.032	9.489	1.082
587734893283442854	9.826	9.885	9.610	2.143
587735347489013778	8.983	9.573	9.462	1.436
587741722824671441	9.374	8.903	9.741	2.284
587734893283508328	10.304	8.995	10.013	2.970
587741722824933534	9.320	8.984	9.768	1.602
587735347489079466	10.549	8.991	10.115	2.587
587734893283573907	10.336	9.216	10.126	2.519
587741722825982058	9.155	8.775	9.950	1.289
587735347489210391	10.529	9.262	10.139	2.698
587734893283639386	9.720	8.678	9.397	1.683
587741723356364860	8.733	10.201	9.870	1.127
587735347489210450	10.243	10.090	10.024	2.406
587734893284360296	9.302	10.109	9.772	1.473
587741723356364888	9.018	10.010	9.769	1.435
587735347489341442	10.140	9.909	9.746	1.693
587741723356692614	10.026	9.285	10.144	2.254
587735347489341493	10.934	10.052	10.160	2.423
587734893284425844	9.058	9.155	9.297	1.188
587741723356692705	8.947	9.185	8.745	1.031
587735347489341612	8.705	9.549	9.604	1.241
587741723357544493	10.511	10.250	10.149	2.464
587735347489341621	10.268	9.119	10.116	2.345
587741723357544709	8.762	9.050	9.840	0.856
587735347489472629	9.358	9.822	9.601	1.294
587741723358593090	9.201	8.926	9.812	1.803
587735347489538221	10.359	8.944	10.116	2.429
587741723359117465	8.816	9.086	9.719	1.330
587735347489538251	9.104	9.207	10.068	1.745
587741723359182964	10.060	9.840	10.070	1.839
587735347489603638	10.037	9.056	10.155	1.942
587741723359248488	9.042	8.874	9.951	1.319
587735347489603745	9.031	9.577	9.424	1.476
587734893290520705	8.705	9.876	9.052	1.361
587741723359576228	8.508	8.326	8.718	1.176
587741723360034920	9.512	8.712	9.652	2.037
587735347489734887	9.180	8.606	9.459	1.264
587741723360100394	10.691	10.124	10.150	2.528
587735347489734894	9.735	9.582	9.536	1.483
587741723360165908	10.533	10.148	10.040	2.325
587735347489735066	9.179	9.777	9.823	1.444
587741723360165996	9.938	8.658	10.077	2.238
587735347490127920	10.683	10.582	10.162	2.656
587741723360231599	9.477	9.947	9.939	2.042
587735347490128110	8.965	10.117	9.625	1.516
587741723360231612	9.767	8.991	9.984	2.341
587735347490193601	8.867	9.674	9.821	1.198
587741723360297017	10.327	8.844	10.151	2.563
587734893820379183	10.859	10.357	9.991	2.467
587735347490259024	9.815	9.155	9.955	1.520
587741723360362638	9.322	9.255	9.425	1.688
587734893820379222	10.641	8.809	10.121	2.997
587735347490455643	10.262	9.604	9.849	2.530
587741723360493644	9.779	9.705	10.092	2.796
587734893820575790	10.151	11.142	10.139	2.840
587735347490521157	9.152	9.389	9.165	1.501
587741723360493767	8.679	10.166	9.903	1.587
587734893820575846	10.983	9.387	10.148	2.739
587735347490914540	9.562	9.172	9.614	1.524
587741723360493773	9.660	10.346	9.956	1.582
587734893820641373	10.934	10.478	10.141	2.587
587735347495960703	9.614	9.238	9.678	1.598
587741723360559207	9.094	9.064	10.020	2.136
587735347496878241	9.937	9.429	10.136	2.482
587741723360559212	9.118	10.026	9.851	1.829
587735347497140259	9.956	9.080	9.995	1.425
587741723360690386	9.248	9.180	10.078	1.622
587735347497468052	9.469	9.355	10.150	1.416
587741723360755778	10.180	9.207	10.031	2.108
587735347500023865	9.167	10.246	9.853	1.941
587741723360821448	9.863	10.509	10.124	2.603
587734893827457095	10.506	9.924	9.986	2.430
587735347500941398	9.114	9.190	9.829	1.323
587741723360886817	10.254	9.126	10.119	2.399
587735347501006870	10.684	9.190	10.147	2.956
587741723360886937	10.391	8.970	10.165	2.376
587734894357250131	9.212	8.782	9.622	1.364
587735347503562775	10.236	9.409	10.080	2.448
587741723360952402	9.619	9.638	10.064	2.231
587734894357315644	9.481	9.104	9.849	1.611
587735347503825059	8.438	8.781	8.983	1.352
587741723360952442	9.686	9.463	9.999	2.034
587735348014154010	8.968	9.174	9.752	1.281
587741723360952458	9.721	8.258	10.081	2.355
587735348015661084	9.376	10.240	10.104	2.175
587741723360952470	9.485	8.989	10.024	2.192
587734894357381316	9.542	9.584	9.884	1.416
587735348015661129	10.194	9.124	10.126	2.750
587741723361017903	10.096	9.195	10.024	2.768
587734894357381320	9.847	10.032	9.967	2.289
587735348015857944	9.552	8.675	9.927	1.894
587741723361017905	9.498	10.856	9.877	2.441
587734894357381344	9.767	10.129	9.891	2.681
587735348015988971	9.118	9.677	9.567	1.212
587741723361017971	10.456	9.134	10.124	2.522
587734894357381346	9.844	9.277	9.844	2.199
587735348016054527	9.009	8.921	9.971	1.158
587741723361018022	9.240	9.871	9.851	2.162
587735348016054627	10.588	8.922	10.008	2.013
587741723361083530	9.393	10.310	9.921	2.293
587735348016840890	8.969	9.041	9.560	1.345
587741723361083542	9.320	9.359	9.837	1.761
587735348017168576	10.864	8.827	10.076	2.102
587741723361083550	9.142	8.984	9.588	1.826
587734894357512350	10.205	10.731	10.111	2.014
587735348017168674	10.278	8.610	10.077	1.915
587741723361083564	9.831	10.763	9.953	2.303
587734894357643436	9.682	9.211	9.828	1.798
587735348017168759	10.075	8.767	10.024	2.102
587741723361149025	9.698	9.676	9.983	2.173
587735348017168782	9.109	9.858	9.760	1.732
587741723361214477	10.114	9.686	10.169	2.470
587735348018151642	8.932	9.069	9.627	1.040
587741723361214573	10.163	9.241	10.074	3.172
587735348018544889	9.894	9.603	10.048	2.456
587741723361280128	8.588	9.790	9.880	1.508
587735348018610271	10.689	9.831	10.118	2.508
587741723361345629	8.149	9.106	9.427	1.004
587735348018610332	9.944	10.111	9.864	1.815
587741723361411209	9.595	9.109	9.939	2.170
587735348018675929	9.968	9.286	10.166	1.725
587741723361476770	9.205	8.727	9.791	2.246
587734894363017305	9.345	9.177	9.747	1.388
587735348018872369	9.117	9.358	9.939	0.980
587741723361476875	8.433	10.286	9.773	1.645
587734894363213902	10.535	8.911	10.085	2.430
587735348019593426	9.143	9.195	10.099	1.473
587741723361738805	9.611	9.423	9.877	1.850
587735348019921176	10.237	8.776	9.956	2.122
587741723362001098	8.951	8.688	10.100	2.378
587735348023722035	10.826	9.741	10.210	2.703
587741723362066541	9.820	10.669	10.049	1.575
587735348023722055	9.417	8.988	9.929	1.365
587741723362066610	9.259	9.793	9.673	1.862
587735348023722086	10.661	10.419	10.123	2.741
587741723362459795	8.560	8.304	9.266	1.407
587735348023722239	9.342	10.615	9.665	2.167
587741723362525269	9.136	9.565	9.759	1.157
587735348023918646	10.126	9.077	10.008	2.333
587741724965273656	9.637	10.117	9.982	1.429
587735348025098474	8.837	8.657	9.814	1.309
587741724965535871	9.415	9.200	9.847	1.711
587735348025163822	10.940	8.571	10.079	2.328
587741724966387879	8.913	8.860	9.903	1.126
587734947521495200	9.046	9.625	9.693	1.491
587735348025688209	9.878	9.366	9.908	2.492
587741724966584364	8.647	10.115	9.563	1.135
587734947523330183	10.024	9.273	10.087	2.439
587735348025688350	9.221	8.499	9.926	1.219
587741724966781034	8.530	9.107	9.980	1.565
587735348025819334	9.323	10.728	9.820	1.449
587741724967305371	9.380	9.486	10.110	2.260
587735348025884725	10.534	8.912	10.172	2.560
587741724967501962	8.817	10.896	9.557	1.600
587734948053582146	9.132	9.527	8.882	1.385
587735348025884759	10.121	10.701	10.036	2.397
587741724967632919	10.530	10.677	10.189	2.690
587735348025884766	9.888	10.424	10.125	2.983
587741724967632954	10.263	8.432	10.105	2.532
587735348025884806	9.729	11.172	9.892	2.405
587741724967632978	10.022	10.351	10.068	2.513
587735348025884818	10.438	9.879	10.063	2.670
587741724967633033	9.845	10.734	10.067	2.443
587734948058562724	8.992	9.602	9.674	1.173
587735348025884928	9.926	9.966	10.197	2.528
587741724967633060	9.680	10.752	9.989	2.440
587734948059021409	10.410	9.945	10.130	2.713
587735348025884967	9.776	9.183	10.027	2.271
587741724967633082	10.413	9.929	10.036	2.196
587734948059807860	9.596	10.558	9.873	1.713
587735348025950221	9.771	10.099	9.741	2.212
587741724967633136	9.766	9.883	10.109	2.419
587735348025950362	9.310	10.025	9.831	1.689
587741724967633208	8.801	9.772	10.087	1.571
587735348026409050	8.725	10.169	8.737	1.392
587741724967698518	9.266	10.231	10.047	2.042
587741724967698534	8.919	10.300	9.880	1.853
587735348026671247	9.281	8.164	10.097	1.328
587741724967764131	9.851	9.233	10.088	2.333
587735348027195510	9.817	9.633	9.963	1.822
587741724968222754	8.448	10.946	9.457	1.240
587735348027260999	10.072	9.065	9.994	2.277
587741724968419425	8.852	9.225	9.864	1.221
587735348027261184	9.455	10.020	9.883	2.238
587741724971696163	8.923	9.626	9.930	1.513
587735348027261196	9.717	10.416	9.720	1.872
587741724972417033	10.390	9.189	10.184	2.626
587735348027326547	10.500	9.137	10.127	2.519
587741724972482727	8.618	9.934	9.713	0.971
587734948595630102	9.442	10.524	9.600	1.299
587735348027326643	9.718	9.430	9.688	1.540
587741724973793435	9.159	9.446	9.948	1.490
587734948595957782	8.862	8.942	8.821	1.190
587735348027457727	10.266	9.158	10.078	2.251
587741724973924354	8.116	8.276	9.794	0.872
587734948596875355	9.737	9.385	9.767	1.430
587735348027588774	10.214	9.781	10.013	1.931
587741724973990242	8.835	9.428	9.861	1.626
587735348027654250	10.126	8.683	9.916	1.857
587741724974120979	9.220	9.327	9.547	1.672
587735348027785369	9.683	9.151	9.307	1.519
587741724976021589	7.904	9.579	8.408	1.107
587735348029161639	9.085	9.549	9.742	1.232
587741724976021652	8.326	9.401	8.362	1.266
587734949123915925	8.692	10.084	9.734	1.176
587735348030537978	9.969	10.009	10.019	2.524
587725073919377612	8.815	8.946	9.756	1.502
587735348030668979	9.859	10.068	9.945	2.055
587725073921147022	9.416	9.981	9.778	1.576
587735348030734484	10.353	10.544	10.094	2.452
587725074456510632	8.803	9.884	9.863	1.333
587734949127061736	9.874	9.870	9.816	1.779
587735348030734520	8.557	8.384	8.847	0.958
587725074456576198	8.834	10.541	8.586	1.114
587735348031127891	9.692	10.405	9.898	1.844
587725074456838324	8.221	9.023	8.609	0.972
587735348032176269	10.378	9.624	10.092	2.402
587725074457690158	10.180	8.573	9.964	2.421
587735348034011170	9.969	10.630	9.730	2.135
587725074458542204	8.590	8.676	9.605	1.073
587735348034601020	9.901	10.373	9.967	1.657
587725074992070685	9.965	9.002	9.976	1.874
587735348037156966	8.432	8.335	8.839	0.640
587725074992529652	8.335	9.067	9.848	1.015
587735348549910870	9.128	8.772	9.497	1.387
587725074994036939	8.493	10.607	8.967	1.057
587735348553253082	9.916	9.709	10.013	2.199
587725074995150921	9.440	10.789	9.976	1.364
587734949131321495	9.479	9.183	9.849	1.814
587735348553580834	8.828	9.259	8.913	1.035
587725074995151022	9.089	10.236	9.828	1.978
587734949132107850	10.455	9.026	10.084	2.358
587735348559413488	9.783	11.015	9.926	2.266
587725075527303244	9.372	8.900	9.099	1.424
587735348560199957	8.930	10.257	9.806	1.343
587725075529334954	9.248	9.776	9.644	1.513
587735348560593063	9.369	8.485	9.721	1.864
587725075532742742	9.406	10.982	9.252	1.530
587725076069548241	8.578	9.010	9.981	1.307
587734949663604870	9.760	9.937	9.885	1.781
587735348560920817	8.276	8.800	8.635	1.964
587725469054009767	8.488	10.678	8.845	1.026
587735348562690209	9.629	10.292	9.767	1.879
587725469055385808	8.630	10.759	9.837	1.762
587725469058924667	7.884	9.720	9.344	0.689
587734949663998006	10.767	9.538	10.120	2.533
587735348562755758	10.291	9.560	10.174	2.129
587725469591404767	9.006	9.165	9.597	0.912
587735348562886808	10.072	10.213	10.131	2.366
587725469591863635	10.378	10.464	10.130	2.192
587734949663998077	10.692	9.332	10.182	2.529
587735348563017853	9.362	10.747	9.901	1.429
587725469592781089	9.840	9.180	9.974	1.609
587734949664063497	9.058	7.800	9.127	1.139
587735348563017922	8.768	9.981	9.234	1.286
587725469594747098	9.565	10.280	9.744	1.466
587735348563214449	10.362	9.199	10.016	1.969
587725469600645139	9.082	10.099	9.708	1.551
587735348563214615	8.647	8.639	9.884	1.110
587725470127620165	10.246	9.154	10.097	2.359
587734949664719021	9.680	9.221	10.042	1.452
587735348564066548	10.146	9.998	10.103	2.357
587725470128275628	9.532	9.853	9.864	1.537
587735348564590767	9.754	9.945	10.028	2.302
587725470128799961	9.119	9.246	9.878	1.488
587735348564590976	8.952	9.850	8.955	1.555
587725470131618020	8.763	9.329	8.894	1.975
587735348564656372	10.255	10.915	10.126	2.461
587725470132732028	9.878	10.358	9.814	1.996
587725470665736228	8.938	8.845	9.210	3.077
587734949667799064	8.885	9.067	9.998	1.199
587735348564721794	9.632	8.967	9.918	1.809
587725470666588797	8.976	8.998	10.173	1.603
587734949669568633	9.469	8.517	9.752	1.054
587735348564787211	10.458	10.008	10.038	2.290
587725470669537451	8.632	8.591	9.589	1.564
587734949670289567	10.074	10.397	9.869	2.313
587735348564787421	9.060	10.218	9.655	1.649
587725470669734177	8.533	9.332	9.990	1.716
587734950196936797	9.803	9.146	9.671	1.743
587735348564918314	10.676	9.698	10.147	2.621
587725471205163212	10.033	9.095	10.039	3.224
587734950196936842	10.576	9.639	9.967	2.355
587735348564918390	9.856	9.176	9.901	1.700
587725471207653516	9.880	9.973	9.948	1.613
587734950200213626	9.187	8.608	9.168	1.517
587735348564983905	9.986	10.302	10.012	2.121
587725471208046831	10.030	10.256	9.960	2.118
587735348565115021	9.474	9.856	9.868	2.245
587725472807256246	9.066	9.788	9.715	1.453
587735348565508245	9.234	9.842	9.825	1.266
587725472807977043	10.212	8.659	10.139	1.781
587735348565835902	9.640	9.258	10.022	1.856
587725473344323763	8.889	8.831	9.717	1.404
587735348565967019	9.583	9.243	9.646	1.498
587725473345175828	8.852	9.790	9.729	1.342
587735348566163672	9.349	9.813	9.708	1.367
587735348566229240	10.334	8.347	10.099	1.899
587725474956116137	9.104	10.898	9.743	1.444
587735348567474337	8.638	10.294	9.848	1.232
587725475491807328	8.974	9.165	10.047	1.635
587734950201589820	10.587	10.286	9.999	1.838
587735348569440310	10.951	10.300	10.182	2.197
587725475493380195	9.440	8.514	9.698	1.357
587735348569440335	10.722	9.214	10.209	2.425
587725489986273688	8.300	9.908	9.640	1.610
587735348573569178	9.126	9.145	9.869	1.448
587725489986928743	8.556	9.419	9.724	1.183
587735348574879819	9.217	10.570	9.803	1.191
587725489988632589	8.509	9.423	9.215	0.408
587735348576977071	8.707	10.230	9.633	1.140
587725491064668223	10.201	10.131	9.869	1.998
587734950204604502	8.937	9.144	9.474	1.142
587735348577042530	9.090	8.455	9.760	1.672
587725491597607282	8.559	9.606	9.737	1.012
587734950205325470	9.541	9.460	9.912	1.848
587735348577108110	9.252	9.183	9.400	1.539
587725491597934630	9.890	9.644	9.757	1.613
587734950205390868	10.814	9.148	10.172	2.601
587735349092221087	9.170	9.867	9.794	1.839
587725491601211657	8.862	10.594	9.896	1.425
587734950205391076	9.363	9.450	9.199	0.721
587735349093466322	8.741	9.127	9.861	1.451
587725492135395719	8.746	9.153	9.902	1.305
587734950205456505	9.531	10.889	9.720	1.640
587735349093794192	8.791	8.591	9.903	1.134
587725492135460879	9.004	10.274	9.894	1.244
587735349093859461	10.461	8.763	10.086	2.321
587725492135592183	8.768	8.768	9.872	1.354
587734950207094904	9.356	10.051	9.823	1.381
587735349095891284	8.941	8.949	9.952	1.539
587725503407849485	9.106	9.186	9.890	2.068
587735349096415409	8.922	8.819	9.869	1.224
587725503411061058	8.979	9.011	9.565	1.609
587735349097070745	9.721	8.575	9.136	1.452
587725503944589544	8.984	9.942	10.005	1.309
587735042538274927	10.326	9.001	9.853	1.941
587735349097464057	8.626	10.765	9.415	1.174
587725503944655108	9.947	8.511	9.886	1.685
587735349097529607	9.865	9.976	9.998	2.089
587725503945048077	9.051	8.321	9.750	1.070
587735349097791580	10.460	10.069	10.129	1.984
587725503945965727	10.253	9.785	9.885	1.810
587735349097791683	9.369	9.170	9.465	1.210
587735349098381328	10.213	8.570	10.107	2.196
587725504481526196	9.020	10.894	9.610	1.358
587735349098971209	9.742	9.229	9.012	1.854
587725504482050381	8.662	8.184	9.864	1.093
587735349099495507	10.086	10.801	10.005	1.732
587725505018200215	8.970	10.207	9.766	1.390
587735349099888769	9.396	10.590	9.210	1.649
587725505018658873	9.352	9.570	9.936	1.584
587735349099954194	10.817	11.050	10.179	2.958
587725505019904389	8.237	9.096	8.893	1.239
587735043075014906	9.569	11.115	9.705	1.541
587725505020100844	8.847	9.432	9.823	1.096
587735349099954216	10.335	11.146	9.789	2.354
587735043075211514	10.051	8.784	9.880	1.558
587725505555595302	8.983	10.674	9.856	1.325
587735349099954217	10.325	9.338	9.913	2.228
587735043080126637	8.676	9.226	8.745	0.961
587725550133706845	8.596	9.120	9.921	2.451
587735349099954268	10.189	10.098	10.054	2.454
587725550658715802	8.951	9.812	9.904	1.336
587735349099954340	9.335	9.020	9.708	2.061
587725550658978179	8.823	9.368	9.988	1.249
587735349100937297	9.948	10.982	9.888	1.670
587725550663237802	10.321	10.464	9.806	1.901
587735349101789481	9.512	9.038	9.798	1.797
587725550664351995	8.760	9.871	9.946	1.443
587735349101854726	10.283	9.967	10.132	2.393
587725550670381183	8.908	9.261	9.944	1.458
587735349101854840	8.937	9.346	9.889	1.364
587725550670381267	8.450	9.426	10.043	1.180
587735349101854930	9.715	8.640	10.016	2.302
587725550680998153	8.717	9.718	9.921	1.318
587735043608805624	10.763	10.644	10.071	2.346
587735349101920480	9.587	9.613	10.027	2.329
587725551190802727	9.671	10.073	9.946	1.491
587735349101920597	8.892	8.558	10.089	1.194
587735043609657622	9.579	9.843	9.763	2.135
587735349101985841	10.662	8.699	10.159	2.590
587725551192703260	9.412	9.753	9.826	1.558
587735349101985979	10.553	9.325	10.131	2.504
587725551194800332	9.025	9.700	9.873	1.261
587735349102051341	10.590	9.842	10.112	2.396
587725551197946094	8.929	10.429	9.905	1.276
587735043609788673	9.146	8.768	10.068	1.589
587735349102051524	9.444	9.761	9.838	2.162
587725551198011594	8.576	9.531	9.707	1.468
587735349102116896	10.601	9.973	10.146	2.595
587725551198798021	9.212	9.822	9.849	1.498
587735043609919507	9.761	9.768	9.826	3.446
587735349102182531	10.642	9.179	10.136	2.566
587725551200501891	8.794	9.707	9.832	1.459
587735349102182618	9.125	9.381	9.785	1.714
587725551205417045	8.681	9.324	9.547	1.420
587735349102641247	8.391	9.394	9.392	0.953
587725551207186557	9.732	8.763	10.102	2.441
587735043610378404	9.421	9.192	9.853	1.695
587725551207514344	8.885	10.091	9.737	0.836
587735349102968875	8.494	9.061	9.277	0.805
587735043614965943	10.176	9.771	9.945	1.980
587725551207776409	8.226	9.388	9.128	1.006
587735349103624324	9.273	8.664	9.378	1.605
587735043616538759	9.580	9.869	9.770	1.699
587735349103624418	10.011	9.277	10.107	2.034
587725551207907396	10.111	10.074	9.998	1.757
587735349104148547	10.052	9.688	9.790	2.281
587725551208038505	9.016	10.180	9.894	1.418
587735044143186524	9.009	9.452	10.095	1.178
